nit,fecha_corte,Patrimonio_Total,Activo_Total,Pasivo_Total,Tamano_Empresa,Razon_Endeudamiento,Insolvencia_Tecnica,Ano_Corte,Fuente,Pais_Matriz
900551765,2020-12-31,3142704.0,4241356.0,1167897.0,Pequeña,0.2753593426253302,No,2020,SIREM - Supersociedades,COL
900551953,2021-12-31,956867.0,,,,,No,2021,SIREM - Supersociedades,COL
900552027,2018-12-31,10707208.0,,,,,No,2018,SIREM - Supersociedades,COL
900552214,2019-12-31,,2464014.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900552214,2021-12-31,804719.0,,655273.0,,,No,2021,SIREM - Supersociedades,COL
900552233,2020-12-31,4494487.0,,,,,No,2020,SIREM - Supersociedades,COL
900552233,2021-12-31,4555020.0,,,,,No,2021,SIREM - Supersociedades,COL
900552236,2021-12-31,,,1841976.0,,,No,2021,SIREM - Supersociedades,COL
900552241,2018-12-31,867678.0,,,,,No,2018,SIREM - Supersociedades,COL
900552241,2020-12-31,3245197.0,,,,,No,2020,SIREM - Supersociedades,COL
900552317,2020-12-31,,1528512.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900552317,2021-12-31,1026597.0,,,,,No,2021,SIREM - Supersociedades,COL
900552393,2018-12-31,571082.0,,,,,No,2018,SIREM - Supersociedades,COL
900552490,2019-12-31,1218057.0,,,,,No,2019,SIREM - Supersociedades,COL
900552490,2021-12-31,2451911.0,5820613.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900552521,2021-12-31,,3309747.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900552524,2020-12-31,2557986.0,,,,,No,2020,SIREM - Supersociedades,COL
900552607,2021-12-31,3408772.0,,,,,No,2021,SIREM - Supersociedades,COL
900552635,2021-12-31,14017767.0,,,,,No,2021,SIREM - Supersociedades,COL
900552776,2020-12-31,,17671430.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900552878,2016-12-31,,18677658.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900553004,2019-12-31,,,92133798.0,,,No,2019,SIREM - Supersociedades,COL
900553146,2021-12-31,,,117005.0,,,No,2021,SIREM - Supersociedades,COL
900553170,2016-12-31,328879309.0,,,,,No,2016,SIREM - Supersociedades,COL
900553170,2019-12-31,,1037621453.0,,Grande,,No,2019,SIREM - Supersociedades,COL
900553247,2021-12-31,,,1679094.0,,,No,2021,SIREM - Supersociedades,COL
900553285,2016-12-31,,,4645112.0,,,No,2016,SIREM - Supersociedades,COL
900553303,2021-12-31,,1543556.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900553321,2020-12-31,,,58408134.0,,,No,2020,SIREM - Supersociedades,COL
900553360,2018-12-31,-478639.0,,,,,Sí,2018,SIREM - Supersociedades,COL
900553360,2019-12-31,286156.0,,,,,No,2019,SIREM - Supersociedades,COL
900553612,2020-12-31,2116116.0,4666136.0,2550020.0,Pequeña,0.5464950014315914,No,2020,SIREM - Supersociedades,COL
900553673,2016-12-31,,5813038.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
900553718,2019-12-31,1064243.0,,,,,No,2019,SIREM - Supersociedades,COL
900553718,2021-12-31,1169984.0,,,,,No,2021,SIREM - Supersociedades,COL
900553757,2016-12-31,,,2915986.0,,,No,2016,SIREM - Supersociedades,COL
900553862,2020-12-31,1261214.0,2217320.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900554183,2018-12-31,,4997339.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
900554278,2019-12-31,-955165.0,,,,,Sí,2019,SIREM - Supersociedades,COL
900554306,2016-12-31,,,30997825.0,,,No,2016,SIREM - Supersociedades,COL
900554341,2016-12-31,-33824000.0,,32894000.0,,,Sí,2016,SIREM - Supersociedades,COL
900554468,2020-12-31,1095078.0,11170488.0,10120305.0,Mediana,0.905985933649452,No,2020,SIREM - Supersociedades,COL
900554592,2018-12-31,4387015.0,,,,,No,2018,SIREM - Supersociedades,COL
900554651,2020-12-31,2430825.0,,,,,No,2020,SIREM - Supersociedades,COL
900554691,2021-12-31,2765157.0,25765853.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900554696,2019-12-31,,,3052439.0,,,No,2019,SIREM - Supersociedades,COL
900554734,2019-12-31,,3367758.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900554782,2020-12-31,,190675755.0,,Grande,,No,2020,SIREM - Supersociedades,COL
900554984,2020-12-31,,4832966.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900555018,2021-12-31,,34903251.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900555065,2021-12-31,,3093237.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900555069,2016-12-31,,,2844097.0,,,No,2016,SIREM - Supersociedades,COL
900555069,2019-12-31,,,1953152.0,,,No,2019,SIREM - Supersociedades,COL
900555164,2016-12-31,-412897.0,,,,,Sí,2016,SIREM - Supersociedades,COL
900555260,2018-12-31,,,7327758.0,,,No,2018,SIREM - Supersociedades,COL
900555304,2021-12-31,4929373.0,,,,,No,2021,SIREM - Supersociedades,COL
900555401,2021-12-31,,,3983184.0,,,No,2021,SIREM - Supersociedades,COL
900555440,2018-12-31,2553680.0,,,,,No,2018,SIREM - Supersociedades,COL
900555440,2019-12-31,,,69619.0,,,No,2019,SIREM - Supersociedades,COL
900555458,2020-12-31,4076016.0,,,,,No,2020,SIREM - Supersociedades,COL
900555508,2021-12-31,,18100688.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900555630,2020-12-31,2093504.0,,,,,No,2020,SIREM - Supersociedades,COL
900555635,2021-12-31,5216834.0,7451182.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900555808,2020-12-31,,,198994.0,,,No,2020,SIREM - Supersociedades,COL
900555829,2018-12-31,,3281909.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
900555836,2016-12-31,,,10367882.0,,,No,2016,SIREM - Supersociedades,COL
900556045,2018-12-31,,24906644.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
900556045,2019-12-31,,22076635.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900556142,2020-12-31,,,5801332.0,,,No,2020,SIREM - Supersociedades,COL
900556142,2021-12-31,,,6475464.0,,,No,2021,SIREM - Supersociedades,COL
900556147,2021-12-31,,38797965.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900556410,2021-12-31,,,2373197.0,,,No,2021,SIREM - Supersociedades,COL
900556466,2016-12-31,,,17494027.0,,,No,2016,SIREM - Supersociedades,COL
900556545,2016-12-31,,,36714094.0,,,No,2016,SIREM - Supersociedades,COL
900556591,2019-12-31,,1493595.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900556697,2016-12-31,,5683113.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
900556697,2019-12-31,,5280191.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900557095,2019-12-31,,13698771.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900557095,2020-12-31,,14291609.0,12491874.0,Mediana,0.874070512284516,No,2020,SIREM - Supersociedades,COL
900557103,2016-12-31,,4589514.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
900557235,2016-12-31,,,3385168.0,,,No,2016,SIREM - Supersociedades,COL
900557235,2020-12-31,1958919.0,,,,,No,2020,SIREM - Supersociedades,COL
900557235,2021-12-31,,21640603.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900557254,2019-12-31,8811081.0,,,,,No,2019,SIREM - Supersociedades,COL
900557347,2019-12-31,12944214.0,,,,,No,2019,SIREM - Supersociedades,COL
900557811,2019-12-31,,38737837.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900557816,2021-12-31,1211777.0,,,,,No,2021,SIREM - Supersociedades,COL
900557875,2016-12-31,,79766095.0,68353818.0,Grande,0.8569282224483974,No,2016,SIREM - Supersociedades,COL
900557875,2018-12-31,31735527.0,,,,,No,2018,SIREM - Supersociedades,COL
900557891,2016-12-31,,5358377.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
900557891,2020-12-31,75391.0,,,,,No,2020,SIREM - Supersociedades,COL
900557968,2020-12-31,,7060634.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900558342,2019-12-31,,11395906.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900558360,2019-12-31,315830.0,,,,,No,2019,SIREM - Supersociedades,COL
900558508,2019-12-31,,,3407903.0,,,No,2019,SIREM - Supersociedades,COL
900558508,2021-12-31,5108661.0,,,,,No,2021,SIREM - Supersociedades,COL
900558671,2016-12-31,,,19026672.0,,,No,2016,SIREM - Supersociedades,COL
900558793,2019-12-31,8821448.0,,,,,No,2019,SIREM - Supersociedades,COL
900558909,2021-12-31,250750.0,,,,,No,2021,SIREM - Supersociedades,COL
900559129,2019-12-31,,,1797246.0,,,No,2019,SIREM - Supersociedades,COL
900559186,2016-12-31,,7572392.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900559305,2020-12-31,8895833.0,11105709.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900559305,2021-12-31,,11468916.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900559327,2016-12-31,,,57520549.0,,,No,2016,SIREM - Supersociedades,COL
900559327,2018-12-31,,,33530749.0,,,No,2018,SIREM - Supersociedades,COL
900559327,2021-12-31,,,9631292.0,,,No,2021,SIREM - Supersociedades,COL
900559480,2019-12-31,,81396552.0,,Grande,,No,2019,SIREM - Supersociedades,COL
900559513,2018-12-31,,,2840475.0,,,No,2018,SIREM - Supersociedades,COL
900559547,2016-12-31,1612204.0,,,,,No,2016,SIREM - Supersociedades,COL
900559848,2016-12-31,,35242805.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900559848,2018-12-31,10728305.0,,,,,No,2018,SIREM - Supersociedades,COL
900559848,2019-12-31,30811902.0,,,,,No,2019,SIREM - Supersociedades,COL
900559860,2021-12-31,,,2313640.0,,,No,2021,SIREM - Supersociedades,COL
900559882,2016-12-31,,,5087509.0,,,No,2016,SIREM - Supersociedades,COL
900559918,2016-12-31,,,13850591.0,,,No,2016,SIREM - Supersociedades,COL
900559921,2021-12-31,,4025876.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900559938,2016-12-31,1436666.0,,,,,No,2016,SIREM - Supersociedades,COL
900559938,2019-12-31,,4436342.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900560081,2016-12-31,-2731193.0,,,,,Sí,2016,SIREM - Supersociedades,COL
900560103,2019-12-31,,,3550719.0,,,No,2019,SIREM - Supersociedades,COL
900560103,2021-12-31,3392026.0,,,,,No,2021,SIREM - Supersociedades,COL
900560197,2016-12-31,,,20744823.0,,,No,2016,SIREM - Supersociedades,COL
900560262,2018-12-31,,,33290927.0,,,No,2018,SIREM - Supersociedades,COL
900560496,2016-12-31,12521008.0,15826626.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900560622,2021-12-31,,,3307676.0,,,No,2021,SIREM - Supersociedades,COL
900560626,2016-12-31,,58637708.0,,Grande,,No,2016,SIREM - Supersociedades,COL
900560626,2020-12-31,,87735492.0,,Grande,,No,2020,SIREM - Supersociedades,COL
900560626,2021-12-31,12298280.0,,,,,No,2021,SIREM - Supersociedades,COL
900560774,2016-12-31,,67067202.0,,Grande,,No,2016,SIREM - Supersociedades,COL
900560774,2018-12-31,,95071178.0,,Grande,,No,2018,SIREM - Supersociedades,COL
900560916,2016-12-31,,,9710143.0,,,No,2016,SIREM - Supersociedades,COL
900561016,2021-12-31,,4733151.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900561151,2016-12-31,,20793795.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900561151,2020-12-31,2512177.0,,,,,No,2020,SIREM - Supersociedades,COL
900561159,2021-12-31,,7123411.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900561444,2019-12-31,,,1755153.0,,,No,2019,SIREM - Supersociedades,COL
900561477,2019-12-31,1413416.0,,,,,No,2019,SIREM - Supersociedades,COL
900561495,2019-12-31,11490816.0,,,,,No,2019,SIREM - Supersociedades,COL
900561495,2020-12-31,,17675257.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900561655,2020-12-31,3926820.0,,,,,No,2020,SIREM - Supersociedades,COL
900562357,2016-12-31,,87884452.0,,Grande,,No,2016,SIREM - Supersociedades,COL
900562689,2018-12-31,-38251.0,,,,,Sí,2018,SIREM - Supersociedades,COL
900562737,2021-12-31,,,1890191.0,,,No,2021,SIREM - Supersociedades,COL
900562804,2020-12-31,1771831.0,,,,,No,2020,SIREM - Supersociedades,COL
900562804,2021-12-31,,,10225105.0,,,No,2021,SIREM - Supersociedades,COL
900562847,2018-12-31,,,5074019.0,,,No,2018,SIREM - Supersociedades,COL
900562847,2019-12-31,,,4955052.0,,,No,2019,SIREM - Supersociedades,COL
900562987,2016-12-31,6498941.0,,,,,No,2016,SIREM - Supersociedades,COL
900563142,2020-12-31,,5590096.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900563153,2019-12-31,,,7315877.0,,,No,2019,SIREM - Supersociedades,COL
900563430,2016-12-31,4689049.0,,,,,No,2016,SIREM - Supersociedades,COL
900563430,2019-12-31,,11325917.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900563447,2020-12-31,415718.0,,,,,No,2020,SIREM - Supersociedades,COL
900563720,2020-12-31,,,3199449.0,,,No,2020,SIREM - Supersociedades,COL
900563763,2016-12-31,,36816967.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900563909,2019-12-31,,810575.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900563955,2020-12-31,,13060095.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900563977,2019-12-31,79310.0,,,,,No,2019,SIREM - Supersociedades,COL
900564067,2016-12-31,,,8629688.0,,,No,2016,SIREM - Supersociedades,COL
900564168,2016-12-31,674878.0,,,,,No,2016,SIREM - Supersociedades,COL
900564168,2020-12-31,,,41612064.0,,,No,2020,SIREM - Supersociedades,COL
900564449,2020-12-31,,,162242.0,,,No,2020,SIREM - Supersociedades,COL
900564493,2019-12-31,,88191754.0,,Grande,,No,2019,SIREM - Supersociedades,COL
900564493,2020-12-31,,8887114.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900564535,2019-12-31,2554580.0,,,,,No,2019,SIREM - Supersociedades,COL
900564582,2019-12-31,1512846.0,,,,,No,2019,SIREM - Supersociedades,COL
900564582,2020-12-31,,,5080038.0,,,No,2020,SIREM - Supersociedades,COL
900564604,2021-12-31,,1022156.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900564616,2019-12-31,11534899.0,,,,,No,2019,SIREM - Supersociedades,COL
900564668,2020-12-31,,31169182.0,25929837.0,Mediana,0.8319062399520142,No,2020,SIREM - Supersociedades,COL
900564804,2020-12-31,199281.0,1863580.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900564840,2020-12-31,4892887.0,,,,,No,2020,SIREM - Supersociedades,COL
900564958,2021-12-31,630251.0,,,,,No,2021,SIREM - Supersociedades,COL
900565021,2019-12-31,,,21674081.0,,,No,2019,SIREM - Supersociedades,COL
900565246,2018-12-31,,,18300224.0,,,No,2018,SIREM - Supersociedades,COL
900565246,2021-12-31,46362790.0,,,,,No,2021,SIREM - Supersociedades,COL
900565320,2019-12-31,,,15198023.0,,,No,2019,SIREM - Supersociedades,COL
900565320,2021-12-31,,,15896751.0,,,No,2021,SIREM - Supersociedades,COL
900565400,2020-12-31,8919742.0,,,,,No,2020,SIREM - Supersociedades,COL
900565443,2016-12-31,142801.0,,,,,No,2016,SIREM - Supersociedades,COL
900565443,2020-12-31,293031.0,,,,,No,2020,SIREM - Supersociedades,COL
900565619,2016-12-31,5007763.0,,,,,No,2016,SIREM - Supersociedades,COL
900565698,2016-12-31,,,2996285.0,,,No,2016,SIREM - Supersociedades,COL
900565698,2020-12-31,,,1179732.0,,,No,2020,SIREM - Supersociedades,COL
900565733,2018-12-31,,,4025899.0,,,No,2018,SIREM - Supersociedades,COL
900565739,2021-12-31,,,3238045.0,,,No,2021,SIREM - Supersociedades,COL
900565780,2018-12-31,9311353.0,,,,,No,2018,SIREM - Supersociedades,COL
900566026,2020-12-31,9141010.0,,,,,No,2020,SIREM - Supersociedades,COL
900566073,2020-12-31,537492.0,549932.0,1762900.0,Micro,3.2056690645388883,No,2020,SIREM - Supersociedades,COL
900566078,2019-12-31,10015340.0,,,,,No,2019,SIREM - Supersociedades,COL
900566143,2020-12-31,4875347.0,11920014.0,7056292.0,Mediana,0.5919701101022197,No,2020,SIREM - Supersociedades,COL
900566187,2018-12-31,,,25105721.0,,,No,2018,SIREM - Supersociedades,COL
900566287,2018-12-31,663948415.0,,,,,No,2018,SIREM - Supersociedades,COL
900566287,2020-12-31,,,146541.0,,,No,2020,SIREM - Supersociedades,COL
900566463,2019-12-31,,,19973.0,,,No,2019,SIREM - Supersociedades,COL
900566554,2021-12-31,,,24879306.0,,,No,2021,SIREM - Supersociedades,COL
900566554,2022-12-31,6461801.0,,,,,No,2022,SIREM - Supersociedades,COL
900566612,2018-12-31,,,22453996.0,,,No,2018,SIREM - Supersociedades,COL
900566845,2020-12-31,,3972692.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900566921,2020-12-31,,,7091065.0,,,No,2020,SIREM - Supersociedades,COL
900566921,2021-12-31,1449934.0,,,,,No,2021,SIREM - Supersociedades,COL
900567052,2018-12-31,,,15762531.0,,,No,2018,SIREM - Supersociedades,COL
900567160,2019-12-31,,1352782.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900567304,2019-12-31,,100701471.0,54203034.0,Grande,0.5382546397956789,No,2019,SIREM - Supersociedades,COL
900567364,2020-12-31,,6067100.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900567536,2016-12-31,-9903237.0,,,,,Sí,2016,SIREM - Supersociedades,COL
900567649,2020-12-31,304732.0,,,,,No,2020,SIREM - Supersociedades,COL
900567745,2016-12-31,,,104487.0,,,No,2016,SIREM - Supersociedades,COL
900567855,2021-12-31,8285857.0,13236987.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
900567860,2016-12-31,,,2292936.0,,,No,2016,SIREM - Supersociedades,COL
900568503,2021-12-31,52933393.0,,,,,No,2021,SIREM - Supersociedades,COL
900568508,2020-12-31,,30495541.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900568509,2021-12-31,,3905835.0,17332.0,Pequeña,0.004437463436115453,No,2021,SIREM - Supersociedades,COL
900568671,2019-12-31,6688047.0,,,,,No,2019,SIREM - Supersociedades,COL
900568742,2016-12-31,229340.0,3858816.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
900568742,2020-12-31,,39766902.0,,Grande,,No,2020,SIREM - Supersociedades,COL
900568753,2021-12-31,,3954078.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900568774,2018-12-31,3892100.0,,,,,No,2018,SIREM - Supersociedades,COL
900568867,2018-12-31,,5746586.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
900568867,2019-12-31,2112347.0,,,,,No,2019,SIREM - Supersociedades,COL
900568867,2020-12-31,,,2177423.0,,,No,2020,SIREM - Supersociedades,COL
900568897,2016-12-31,,,3948903.0,,,No,2016,SIREM - Supersociedades,COL
900568957,2019-12-31,41120837.0,,,,,No,2019,SIREM - Supersociedades,COL
900568996,2019-12-31,,,3098266.0,,,No,2019,SIREM - Supersociedades,COL
900569143,2021-12-31,,105758312.0,,Grande,,No,2021,SIREM - Supersociedades,COL
900569193,2019-12-31,,21910467.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900569193,2020-12-31,,,33360967.0,,,No,2020,SIREM - Supersociedades,COL
900569199,2018-12-31,,,651412.0,,,No,2018,SIREM - Supersociedades,COL
900569201,2018-12-31,66254.0,,,,,No,2018,SIREM - Supersociedades,COL
900569201,2021-12-31,763238.0,,,,,No,2021,SIREM - Supersociedades,COL
900569226,2021-12-31,,,7115275.0,,,No,2021,SIREM - Supersociedades,COL
900569305,2016-12-31,,6900373.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900569305,2018-12-31,,9896038.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
900569433,2016-12-31,485744.0,,,,,No,2016,SIREM - Supersociedades,COL
900569531,2021-12-31,61741492.0,93812809.0,,Grande,,No,2021,SIREM - Supersociedades,COL
900569618,2018-12-31,75788.0,,,,,No,2018,SIREM - Supersociedades,COL
900569618,2021-12-31,74683.0,,,,,No,2021,SIREM - Supersociedades,COL
900569690,2019-12-31,803115.0,,,,,No,2019,SIREM - Supersociedades,COL
900569701,2016-12-31,,,803354.0,,,No,2016,SIREM - Supersociedades,COL
900569866,2019-12-31,258438.0,,,,,No,2019,SIREM - Supersociedades,COL
900569930,2021-12-31,,3639937.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900569980,2016-12-31,1609391.0,,,,,No,2016,SIREM - Supersociedades,COL
900569980,2018-12-31,,4804601.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
900570382,2019-12-31,,,4492437.0,,,No,2019,SIREM - Supersociedades,COL
900570383,2016-12-31,7367.0,,,,,No,2016,SIREM - Supersociedades,COL
900570383,2020-12-31,,,46693284.0,,,No,2020,SIREM - Supersociedades,COL
900570601,2016-12-31,,5820182.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
900570632,2018-12-31,,13976643.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
900570632,2020-12-31,,14229899.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900570964,2018-12-31,,315205956.0,154332466.0,Grande,0.4896242062126516,No,2018,SIREM - Supersociedades,COL
900570964,2019-12-31,168227735.0,,158037986.0,,,No,2019,SIREM - Supersociedades,COL
900571094,2020-12-31,1256747.0,,,,,No,2020,SIREM - Supersociedades,COL
900571267,2016-12-31,,35393784.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900571267,2020-12-31,34130543.0,,,,,No,2020,SIREM - Supersociedades,COL
900571267,2021-12-31,33921999.0,,,,,No,2021,SIREM - Supersociedades,COL
900571482,2016-12-31,,29483195.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900571484,2018-12-31,,13380156.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
900571526,2018-12-31,6170553.0,,,,,No,2018,SIREM - Supersociedades,COL
900571635,2020-12-31,3772999.0,,,,,No,2020,SIREM - Supersociedades,COL
900571639,2016-12-31,21247.0,6565512.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900571730,2020-12-31,,15490215.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900571763,2020-12-31,,,5983551.0,,,No,2020,SIREM - Supersociedades,COL
900571824,2016-12-31,3396683.0,11110790.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900571824,2021-12-31,,,33322758.0,,,No,2021,SIREM - Supersociedades,COL
900571849,2016-12-31,285406.0,,1367585.0,,,No,2016,SIREM - Supersociedades,COL
900571849,2021-12-31,,,14097291.0,,,No,2021,SIREM - Supersociedades,COL
900572026,2020-12-31,,,636870.0,,,No,2020,SIREM - Supersociedades,COL
900572026,2021-12-31,716221.0,,,,,No,2021,SIREM - Supersociedades,COL
900572059,2020-12-31,1875973.0,,,,,No,2020,SIREM - Supersociedades,COL
900572102,2018-12-31,,,14056271.0,,,No,2018,SIREM - Supersociedades,COL
900572350,2019-12-31,,,5474423.0,,,No,2019,SIREM - Supersociedades,COL
900572444,2019-12-31,,16820213.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900572445,2019-12-31,,85257634.0,,Grande,,No,2019,SIREM - Supersociedades,COL
900572463,2018-12-31,1378474.0,,4096791.0,,,No,2018,SIREM - Supersociedades,COL
900572463,2020-12-31,,5552307.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
900572509,2016-12-31,-1799935.0,,,,,Sí,2016,SIREM - Supersociedades,COL
900572536,2019-12-31,,7287203.0,6767603.0,Mediana,0.9286969225366715,No,2019,SIREM - Supersociedades,COL
900572536,2021-12-31,624631.0,,,,,No,2021,SIREM - Supersociedades,COL
900572793,2019-12-31,2373468.0,,,,,No,2019,SIREM - Supersociedades,COL
900573044,2021-12-31,642427.0,,,,,No,2021,SIREM - Supersociedades,COL
900573224,2019-12-31,2126246.0,,,,,No,2019,SIREM - Supersociedades,COL
900573327,2016-12-31,,14167655.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900573327,2018-12-31,2125007.0,,10232293.0,,,No,2018,SIREM - Supersociedades,COL
900573327,2019-12-31,,,10232293.0,,,No,2019,SIREM - Supersociedades,COL
900573402,2016-12-31,2846345.0,,,,,No,2016,SIREM - Supersociedades,COL
900573619,2021-12-31,,1283321.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900573671,2019-12-31,,9346536.0,4655333.0,Mediana,0.49808110726797605,No,2019,SIREM - Supersociedades,COL
900573677,2020-12-31,39370442.0,,,,,No,2020,SIREM - Supersociedades,COL
900573733,2021-12-31,,,723810.0,,,No,2021,SIREM - Supersociedades,COL
900573774,2016-12-31,,23019389.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900573774,2018-12-31,118625.0,,,,,No,2018,SIREM - Supersociedades,COL
900573774,2019-12-31,118626.0,,24086652.0,,,No,2019,SIREM - Supersociedades,COL
900573802,2021-12-31,,2727404.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
900573927,2021-12-31,22262826.0,,,,,No,2021,SIREM - Supersociedades,COL
900574305,2016-12-31,,,4794982.0,,,No,2016,SIREM - Supersociedades,COL
900574310,2016-12-31,,,4695725.0,,,No,2016,SIREM - Supersociedades,COL
900574310,2021-12-31,17990423.0,,,,,No,2021,SIREM - Supersociedades,COL
900574377,2019-12-31,,,33066.0,,,No,2019,SIREM - Supersociedades,COL
900574414,2020-12-31,9801405.0,,,,,No,2020,SIREM - Supersociedades,COL
900574532,2020-12-31,77542413.0,,,,,No,2020,SIREM - Supersociedades,COL
900574532,2021-12-31,,89567714.0,,Grande,,No,2021,SIREM - Supersociedades,COL
900574628,2016-12-31,,7567697.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900574639,2019-12-31,5537467.0,,,,,No,2019,SIREM - Supersociedades,COL
900574918,2018-12-31,,21613.0,,Micro,,No,2018,SIREM - Supersociedades,COL
900574921,2019-12-31,,3206511.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
900574921,2020-12-31,2835782.0,,,,,No,2020,SIREM - Supersociedades,COL
900574924,2021-12-31,30039489.0,,,,,No,2021,SIREM - Supersociedades,COL
900574970,2016-12-31,,,282933.0,,,No,2016,SIREM - Supersociedades,COL
900575025,2018-12-31,,93874.0,,Micro,,No,2018,SIREM - Supersociedades,COL
900575025,2019-12-31,,,198268.0,,,No,2019,SIREM - Supersociedades,COL
900575179,2020-12-31,,21502370.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
900575247,2020-12-31,,,1854538.0,,,No,2020,SIREM - Supersociedades,COL
900575247,2021-12-31,13692861.0,,,,,No,2021,SIREM - Supersociedades,COL
900575317,2016-12-31,,9521350.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900575324,2016-12-31,10287960.0,,,,,No,2016,SIREM - Supersociedades,COL
900575324,2019-12-31,,12376863.0,23562.0,Mediana,0.0019037134046001802,No,2019,SIREM - Supersociedades,COL
900575341,2016-12-31,,10633328.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
900575379,2019-12-31,,11659338.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
900575406,2019-12-31,,51792565.0,3839732.0,Grande,0.07413674144155633,No,2019,SIREM - Supersociedades,COL
900575406,2020-12-31,,65728106.0,1554554.0,Grande,0.02365128245137628,No,2020,SIREM - Supersociedades,COL
